iso,fuel,X1850,X1851,X1852,X1853,X1854,X1855,X1856,X1857,X1858,X1859,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000
mdg,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,360.4,368.8,377.2,385.6,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mex,biomass,857,860.8,864.6,868.4,872.2,876,879.8,883.6,887.4,891.2,895,899,903,907,911,915,919,923,927,931,935,967.8,1000.6,1033.4,1066.2,1099,1137.6,1176.2,1214.8,1253.4,1292,1337.4,1382.8,1428.2,1473.6,1519,1572.2,1625.4,1678.6,1731.8,1785,1859.6,1934.2,2008.8,2083.4,2158,2285.8,2413.6,2541.4,2669.2,2797,2966,3135,3304,3473,3642,3793.8,3945.6,4097.4,4249.2,4401,4115.6,3830.2,3544.8,3259.4,2974,3112.8,3251.6,3390.4,3529.2,3668,4035,4402,4769,5136,5503,5667.2,5831.4,5995.6,6159.8,6324,6589.8,6855.6,7121.4,7387.2,7653,7699.8,7746.6,7793.4,7840.2,7887,7796,7705,7614,7523,7432,6914.4,6396.8,5879.2,5361.6,4844,4540.8,4237.6,3934.4,3631.2,3328,3250.2,3172.4,3094.6,3016.8,2939,3093.2,3247.4,3401.6,3555.8,3710,5597.8,7485.6,9373.4,11261.2,13149,13411,13673,13935,14197,14459,12971.6,11484.2,9996.8,8509.4,7022,7187.8,7353.6,7519.4,7685.2,7851,7865.6,7880.2,7894.8,7909.4,7924,8167.2,8410.4,8653.6,8896.8,9140,8371.2,7602.4,6833.6,6064.8,5296
mkd,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.88,5.06,5.24,5.42,5.6
mli,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18.6,17.2,15.8,14.4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mmr,biomass,256,256.9,257.8,258.7,259.6,260.5,261.42,262.34,263.26,264.18,265.1,266.04,266.98,267.92,268.86,269.8,270.74,271.68,272.62,273.56,274.5,286.56,298.62,310.68,322.74,334.8,349.52,364.24,378.96,393.68,408.4,426.36,444.32,462.28,480.24,498.2,520.1,542,563.9,585.8,607.7,634.42,661.14,687.86,714.58,741.3,773.9,806.5,839.1,871.7,904.3,891.92,879.54,867.16,854.78,842.4,857.28,872.16,887.04,901.92,916.8,982.54,1048.28,1114.02,1179.76,1245.5,1242.44,1239.38,1236.32,1233.26,1230.2,1261.7,1293.2,1324.7,1356.2,1387.7,1428.38,1469.06,1509.74,1550.42,1591.1,1587.48,1583.86,1580.24,1576.62,1573,1511.32,1449.64,1387.96,1326.28,1264.6,1212.36,1160.12,1107.88,1055.64,1003.4,962.44,921.48,880.52,839.56,798.6,831.42,864.24,897.06,929.88,962.7,1003.6,1044.5,1085.4,1126.3,1167.2,1186.34,1205.48,1224.62,1243.76,1262.9,1324.96,1387.02,1449.08,1511.14,1573.2,1523.56,1473.92,1424.28,1374.64,1325,1315.5,1306,1296.5,1287,1277.5,1275.38,1273.26,1271.14,1269.02,1266.9,1141.8,1016.7,891.6,766.5,641.4,698.54,755.68,812.82,869.96,927.1,938.08,949.06,960.04,971.02,982
moz,biomass,27,27.8,28.6,29.4,30.2,31,31.8,32.6,33.4,34.2,35,35.8,36.6,37.4,38.2,39,40,41,42,43,44,45.8,47.6,49.4,51.2,53,55,57,59,61,63,65.4,67.8,70.2,72.6,75,77.8,80.6,83.4,86.2,89,92.6,96.2,99.8,103.4,107,111,115,119,123,127,131.8,136.6,141.4,146.2,151,156.8,162.6,168.4,174.2,180,186.8,193.6,200.4,207.2,214,222,230,238,246,254,262.8,271.6,280.4,289.2,298,307.2,316.4,325.6,334.8,344,353.6,363.2,372.8,382.4,392,402.2,412.4,422.6,432.8,443,454.4,465.8,477.2,488.6,500,513,526,539,552,565,580.6,596.2,611.8,627.4,643,654.2,665.4,676.6,687.8,699,708.2,717.4,726.6,735.8,745,1005.6,1266.2,1526.8,1787.4,2048,2073.4,2098.8,2124.2,2149.6,2175,2006,1837,1668,1499,1330,1279.8,1229.6,1179.4,1129.2,1079,1116.4,1153.8,1191.2,1228.6,1266,1294.4,1322.8,1351.2,1379.6,1408,1419.4,1430.8,1442.2,1453.6,1465
mtq,biomass,25,27,29,31,33,35,40.66,46.32,51.98,57.64,63.3,60.64,57.98,55.32,52.66,50,52.66,55.32,57.98,60.64,63.3,67.64,71.98,76.32,80.66,85,81,77,73,69,65,65,65,65,65,65,63.34,61.68,60.02,58.36,56.7,55.02,53.34,51.66,49.98,48.3,48.64,48.98,49.32,49.66,50,54,58,62,66,70,68,66,64,62,60,59.34,58.68,58.02,57.36,56.7,54.36,52.02,49.68,47.34,45,51,57,63,69,75,73.34,71.68,70.02,68.36,66.7,70.02,73.34,76.66,79.98,83.3,87.98,92.66,97.34,102.02,106.7,97.02,87.34,77.66,67.98,58.3,58.98,59.66,60.34,61.02,61.7,76.7,91.7,106.7,121.7,136.7,135.7,134.7,133.7,132.7,131.7,128.7,125.7,122.7,119.7,116.7,119.96,123.22,126.48,129.74,133,122.14,111.28,100.42,89.56,78.7,64.96,51.22,37.48,23.74,10,11,12,13,14,15,14,13,12,11,10,10.58,11.16,11.74,12.32,12.9,13.26,13.62,13.98,14.34,14.7
mus,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1917,1842,1767,1692,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mwi,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,131.4,154.8,178.2,201.6,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mys,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6,118.96,100.32,81.68,63.04,44.4,95.16,145.92,196.68,247.44,298.2,256.76,215.32,173.88,132.44,91,98.28,105.56,112.84,120.12,127.4,141.96,156.52,171.08,185.64,200.2,200.2,200.2,200.2,200.2,200.2,202.64,205.08,207.52,209.96,212.4
nga,biomass,747,749.8,752.6,755.4,758.2,761,764,767,770,773,776,779.2,782.4,785.6,788.8,792,795,798,801,804,807,823.4,839.8,856.2,872.6,889,907.2,925.4,943.6,961.8,980,1000,1020,1040,1060,1080,1102,1124,1146,1168,1190,1214.2,1238.4,1262.6,1286.8,1311,1337.6,1364.2,1390.8,1417.4,1444,1473.4,1502.8,1532.2,1561.6,1591,1623.4,1655.8,1688.2,1720.6,1753,1801.4,1849.8,1898.2,1946.6,1995,2072.6,2150.2,2227.8,2305.4,2383,2470.6,2558.2,2645.8,2733.4,2821,2914,3007,3100,3193,3286,3384.2,3482.4,3580.6,3678.8,3777,3882.8,3988.6,4094.4,4200.2,4306,4424.4,4542.8,4661.2,4779.6,4898,5035.8,5173.6,5311.4,5449.2,5587,5865.4,6143.8,6422.2,6700.6,6979,7067.6,7156.2,7244.8,7333.4,7422,7807.2,8192.4,8577.6,8962.8,9348,9779.8,10211.6,10643.4,11075.2,11507,12060.6,12614.2,13167.8,13721.4,14275,14598,14921,15244,15567,15890,15468.2,15046.4,14624.6,14202.8,13781,14439,15097,15755,16413,17071,17525.8,17980.6,18435.4,18890.2,19345,19800,20255,20710,21165,21620
nic,biomass,2.5,2.66,2.82,2.98,3.14,3.3,3.52,3.74,3.96,4.18,4.4,4.68,4.96,5.24,5.52,5.8,6.18,6.56,6.94,7.32,7.7,8.18,8.66,9.14,9.62,10.1,10.78,11.46,12.14,12.82,13.5,14.36,15.22,16.08,16.94,17.8,18.96,20.12,21.28,22.44,23.6,25.18,26.76,28.34,29.92,31.5,33.62,35.74,37.86,39.98,42.1,46.5,50.9,55.3,59.7,64.1,68.28,72.46,76.64,80.82,85,85.04,85.08,85.12,85.16,85.2,88.18,91.16,94.14,97.12,100.1,103.7,107.3,110.9,114.5,118.1,117.48,116.86,116.24,115.62,115,113.64,112.28,110.92,109.56,108.2,111.58,114.96,118.34,121.72,125.1,127.46,129.82,132.18,134.54,136.9,144.96,153.02,161.08,169.14,177.2,187.56,197.92,208.28,218.64,229,229.7,230.4,231.1,231.8,232.5,248.84,265.18,281.52,297.86,314.2,427.34,540.48,653.62,766.76,879.9,956.22,1032.54,1108.86,1185.18,1261.5,1116.6,971.7,826.8,681.9,537,575.24,613.48,651.72,689.96,728.2,715.44,702.68,689.92,677.16,664.4,632.24,600.08,567.92,535.76,503.6,542.44,581.28,620.12,658.96,697.8
nld,biomass,1210.9,1230.56,1250.22,1269.88,1289.54,1309.2,1307.42,1305.64,1303.86,1302.08,1300.3,1336.14,1371.98,1407.82,1443.66,1479.5,1494.02,1508.54,1523.06,1537.58,1552.1,1547.22,1542.34,1537.46,1532.58,1527.7,1514.84,1501.98,1489.12,1476.26,1463.4,1444.78,1426.16,1407.54,1388.92,1370.3,1313.94,1257.58,1201.22,1144.86,1088.5,1036.54,984.58,932.62,880.66,828.7,786.36,744.02,701.68,659.34,617,583.2,549.4,515.6,481.8,448,419.54,391.08,362.62,334.16,305.7,283.94,262.18,240.42,218.66,196.9,182.4,167.9,153.4,138.9,124.4,116.22,108.04,99.86,91.68,83.5,78.92,74.34,69.76,65.18,60.6,54.22,47.84,41.46,35.08,28.7,26.84,24.98,23.12,21.26,19.4,16.5,13.6,10.7,7.8,4.9,6.46,8.02,9.58,11.14,12.7,13.58,14.46,15.34,16.22,17.1,18.12,19.14,20.16,21.18,22.2,24.16,26.12,28.08,30.04,32,36.8,41.6,46.4,51.2,56,58.76,61.52,64.28,67.04,69.8,71.86,73.92,75.98,78.04,80.1,78.72,77.34,75.96,74.58,73.2,84.04,94.88,105.72,116.56,127.4,121.94,116.48,111.02,105.56,100.1,117.1,134.1,151.1,168.1,185.1
nor,biomass,705.7,722.16,738.62,755.08,771.54,788,806.36,824.72,843.08,861.44,879.8,900.32,920.84,941.36,961.88,982.4,998.12,1013.84,1029.56,1045.28,1061,1096.28,1131.56,1166.84,1202.12,1237.4,1234.84,1232.28,1229.72,1227.16,1224.6,1204.48,1184.36,1164.24,1144.12,1124,1111.38,1098.76,1086.14,1073.52,1060.9,1027.82,994.74,961.66,928.58,895.5,867.12,838.74,810.36,781.98,753.6,714.2,674.8,635.4,596,556.6,532.38,508.16,483.94,459.72,435.5,433.22,430.94,428.66,426.38,424.1,385.16,346.22,307.28,268.34,229.4,216.38,203.36,190.34,177.32,164.3,156.02,147.74,139.46,131.18,122.9,114,105.1,96.2,87.3,78.4,79.06,79.72,80.38,81.04,81.7,73.34,64.98,56.62,48.26,39.9,47.02,54.14,61.26,68.38,75.5,78.86,82.22,85.58,88.94,92.3,94.94,97.58,100.22,102.86,105.5,114.06,122.62,131.18,139.74,148.3,157.76,167.22,176.68,186.14,195.6,233.74,271.88,310.02,348.16,386.3,420.7,455.1,489.5,523.9,558.3,639.6,720.9,802.2,883.5,964.8,1003.64,1042.48,1081.32,1120.16,1159,1180.84,1202.68,1224.52,1246.36,1268.2,1371.36,1474.52,1577.68,1680.84,1784
npl,biomass,13.4,13.44,13.48,13.52,13.56,13.6,13.66,13.72,13.78,13.84,13.9,13.94,13.98,14.02,14.06,14.1,14.16,14.22,14.28,14.34,14.4,14.58,14.76,14.94,15.12,15.3,15.46,15.62,15.78,15.94,16.1,16.3,16.5,16.7,16.9,17.1,17.3,17.5,17.7,17.9,18.1,18.3,18.5,18.7,18.9,19.1,19.34,19.58,19.82,20.06,20.3,20.54,20.78,21.02,21.26,21.5,21.74,21.98,22.22,22.46,22.7,22.96,23.22,23.48,23.74,24,24.26,24.52,24.78,25.04,25.3,25.52,25.74,25.96,26.18,26.4,26.54,26.68,26.82,26.96,27.1,27.18,27.26,27.34,27.42,27.5,27.52,27.54,27.56,27.58,27.6,27.62,27.64,27.66,27.68,27.7,27.72,27.74,27.76,27.78,27.8,28.54,29.28,30.02,30.76,31.5,32.3,33.1,33.9,34.7,35.5,34.82,34.14,33.46,32.78,32.1,35.52,38.94,42.36,45.78,49.2,49.6,50,50.4,50.8,51.2,57.34,63.48,69.62,75.76,81.9,83.72,85.54,87.36,89.18,91,93.44,95.88,98.32,100.76,103.2,105.62,108.04,110.46,112.88,115.3,119.56,123.82,128.08,132.34,136.6
nzl,biomass,18.5,21.04,23.58,26.12,28.66,31.2,35.46,39.72,43.98,48.24,52.5,60.46,68.42,76.38,84.34,92.3,106.28,120.26,134.24,148.22,162.2,183.62,205.04,226.46,247.88,269.3,285.12,300.94,316.76,332.58,348.4,352.64,356.88,361.12,365.36,369.6,369.04,368.48,367.92,367.36,366.8,357.84,348.88,339.92,330.96,322,321.96,321.92,321.88,321.84,321.8,318.16,314.52,310.88,307.24,303.6,296.72,289.84,282.96,276.08,269.2,256.36,243.52,230.68,217.84,205,199.38,193.76,188.14,182.52,176.9,170.32,163.74,157.16,150.58,144,139.44,134.88,130.32,125.76,121.2,117.58,113.96,110.34,106.72,103.1,110.62,118.14,125.66,133.18,140.7,142.84,144.98,147.12,149.26,151.4,157.66,163.92,170.18,176.44,182.7,192.44,202.18,211.92,221.66,231.4,240.84,250.28,259.72,269.16,278.6,285.44,292.28,299.12,305.96,312.8,323.9,335,346.1,357.2,368.3,433,497.7,562.4,627.1,691.8,749.44,807.08,864.72,922.36,980,975.14,970.28,965.42,960.56,955.7,998.78,1041.86,1084.94,1128.02,1171.1,1177.78,1184.46,1191.14,1197.82,1204.5,1294.92,1385.34,1475.76,1566.18,1656.6
pak,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.5,774.6,919.7,1064.8,1209.9,1355,1470.02,1585.04,1700.06,1815.08,1930.1,2084.9,2239.7,2394.5,2549.3,2704.1,3235.04,3765.98,4296.92,4827.86,5358.8,5261.24,5163.68,5066.12,4968.56,4871,4571.38,4271.76,3972.14,3672.52,3372.9,3649.52,3926.14,4202.76,4479.38,4756,5049.62,5343.24,5636.86,5930.48,6224.1,6792.9,7361.7,7930.5,8499.3,9068.1,9232.4,9396.7,9561,9725.3,9889.6
pan,biomass,0.9,0.94,0.98,1.02,1.06,1.1,1.18,1.26,1.34,1.42,1.5,1.6,1.7,1.8,1.9,2,2.12,2.24,2.36,2.48,2.6,2.78,2.96,3.14,3.32,3.5,3.72,3.94,4.16,4.38,4.6,4.9,5.2,5.5,5.8,6.1,6.5,6.9,7.3,7.7,8.1,8.64,9.18,9.72,10.26,10.8,11.54,12.28,13.02,13.76,14.5,16,17.5,19,20.5,22,23.54,25.08,26.62,28.16,29.7,36.66,43.62,50.58,57.54,64.5,72.66,80.82,88.98,97.14,105.3,111.86,118.42,124.98,131.54,138.1,143.1,148.1,153.1,158.1,163.1,163.44,163.78,164.12,164.46,164.8,167.88,170.96,174.04,177.12,180.2,183.18,186.16,189.14,192.12,195.1,194.22,193.34,192.46,191.58,190.7,188.54,186.38,184.22,182.06,179.9,172.94,165.98,159.02,152.06,145.1,147.22,149.34,151.46,153.58,155.7,214.92,274.14,333.36,392.58,451.8,511.74,571.68,631.62,691.56,751.5,694.64,637.78,580.92,524.06,467.2,455.42,443.64,431.86,420.08,408.3,381.36,354.42,327.48,300.54,273.6,262.66,251.72,240.78,229.84,218.9,236.58,254.26,271.94,289.62,307.3
per,biomass,31.4,33.44,35.48,37.52,39.56,41.6,44.3,47,49.7,52.4,55.1,58.68,62.26,65.84,69.42,73,77.76,82.52,87.28,92.04,96.8,103.1,109.4,115.7,122,128.3,136.64,144.98,153.32,161.66,170,181.06,192.12,203.18,214.24,225.3,239.98,254.66,269.34,284.02,298.7,318.66,338.62,358.58,378.54,398.5,425.12,451.74,478.36,504.98,531.6,546.52,561.44,576.36,591.28,606.2,625.8,645.4,665,684.6,704.2,711.56,718.92,726.28,733.64,741,806.06,871.12,936.18,1001.24,1066.3,1049.88,1033.46,1017.04,1000.62,984.2,1040.06,1095.92,1151.78,1207.64,1263.5,1339.48,1415.46,1491.44,1567.42,1643.4,1664.76,1686.12,1707.48,1728.84,1750.2,1780.4,1810.6,1840.8,1871,1901.2,1899.68,1898.16,1896.64,1895.12,1893.6,1913.68,1933.76,1953.84,1973.92,1994,1954.84,1915.68,1876.52,1837.36,1798.2,1808.62,1819.04,1829.46,1839.88,1850.3,2188.7,2527.1,2865.5,3203.9,3542.3,3528.96,3515.62,3502.28,3488.94,3475.6,3204.52,2933.44,2662.36,2391.28,2120.2,2150.8,2181.4,2212,2242.6,2273.2,1899.44,1525.68,1151.92,778.16,404.4,344.28,284.16,224.04,163.92,103.8,88.5,73.2,57.9,42.6,27.3
phl,biomass,579.2,590.62,602.04,613.46,624.88,636.3,648.88,661.46,674.04,686.62,699.2,713,726.8,740.6,754.4,768.2,783.38,798.56,813.74,828.92,844.1,852.3,860.5,868.7,876.9,885.1,893.68,902.26,910.84,919.42,928,937,946,955,964,973,982.44,991.88,1001.32,1010.76,1020.2,1030.08,1039.96,1049.84,1059.72,1069.6,1079.98,1090.36,1100.74,1111.12,1121.5,1154.1,1186.7,1219.3,1251.9,1284.5,1370.66,1456.82,1542.98,1629.14,1715.3,1759.68,1804.06,1848.44,1892.82,1937.2,2143.84,2350.48,2557.12,2763.76,2970.4,3094.76,3219.12,3343.48,3467.84,3592.2,3707.7,3823.2,3938.7,4054.2,4169.7,4107.4,4045.1,3982.8,3920.5,3858.2,4121.72,4385.24,4648.76,4912.28,5175.8,4657.42,4139.04,3620.66,3102.28,2583.9,2866.62,3149.34,3432.06,3714.78,3997.5,4348.34,4699.18,5050.02,5400.86,5751.7,6349.54,6947.38,7545.22,8143.06,8740.9,9004.9,9268.9,9532.9,9796.9,10060.9,11770.18,13479.46,15188.74,16898.02,18607.3,19485.28,20363.26,21241.24,22119.22,22997.2,21016.82,19036.44,17056.06,15075.68,13095.3,12476.48,11857.66,11238.84,10620.02,10001.2,10191.22,10381.24,10571.26,10761.28,10951.3,12246.82,13542.34,14837.86,16133.38,17428.9,17845.52,18262.14,18678.76,19095.38,19512
pol,biomass,1503.6,1537.34,1571.08,1604.82,1638.56,1672.3,1709.84,1747.38,1784.92,1822.46,1860,1894.98,1929.96,1964.94,1999.92,2034.9,2051.26,2067.62,2083.98,2100.34,2116.7,2131.32,2145.94,2160.56,2175.18,2189.8,2182.24,2174.68,2167.12,2159.56,2152,2123.44,2094.88,2066.32,2037.76,2009.2,1963.86,1918.52,1873.18,1827.84,1782.5,1719.86,1657.22,1594.58,1531.94,1469.3,1405.88,1342.46,1279.04,1215.62,1152.2,1086.36,1020.52,954.68,888.84,823,770.7,718.4,666.1,613.8,561.5,521.02,480.54,440.06,399.58,359.1,336.74,314.38,292.02,269.66,247.3,225.62,203.94,182.26,160.58,138.9,133.34,127.78,122.22,116.66,111.1,99.28,87.46,75.64,63.82,52,52.26,52.52,52.78,53.04,53.3,50.44,47.58,44.72,41.86,39,37.1,35.2,33.3,31.4,29.5,37.5,45.5,53.5,61.5,69.5,77.34,85.18,93.02,100.86,108.7,130.78,152.86,174.94,197.02,219.1,219.12,219.14,219.16,219.18,219.2,245.74,272.28,298.82,325.36,351.9,358.58,365.26,371.94,378.62,385.3,395.02,404.74,414.46,424.18,433.9,451.48,469.06,486.64,504.22,521.8,714.78,907.76,1100.74,1293.72,1486.7,1568,1649.3,1730.6,1811.9,1893.2
pri,biomass,85,83.34,81.68,80.02,78.36,76.7,79.02,81.34,83.66,85.98,88.3,88.98,89.66,90.34,91.02,91.7,103.02,114.34,125.66,136.98,148.3,143.3,138.3,133.3,128.3,123.3,132.3,141.3,150.3,159.3,168.3,164.3,160.3,156.3,152.3,148.3,137.98,127.66,117.34,107.02,96.7,97.36,98.02,98.68,99.34,100,104.66,109.32,113.98,118.64,123.3,163.64,203.98,244.32,284.66,325,365.66,406.32,446.98,487.64,528.3,568.98,609.66,650.34,691.02,731.7,734.02,736.34,738.66,740.98,743.3,776.98,810.66,844.34,878.02,911.7,966.36,1021.02,1075.68,1130.34,1185,1228,1271,1314,1357,1400,1401.66,1403.32,1404.98,1406.64,1408.3,1401.64,1394.98,1388.32,1381.66,1375,1474.34,1573.68,1673.02,1772.36,1871.7,1846.36,1821.02,1795.68,1770.34,1745,1731.66,1718.32,1704.98,1691.64,1678.3,1609.64,1540.98,1472.32,1403.66,1335,1430.4,1525.8,1621.2,1716.6,1812,1719.54,1627.08,1534.62,1442.16,1349.7,1132.42,915.14,697.86,480.58,263.3,243.3,223.3,203.3,183.3,163.3,151.3,139.3,127.3,115.3,103.3,98.12,92.94,87.76,82.58,77.4,68.84,60.28,51.72,43.16,34.6
prt,biomass,526.8,527.64,528.48,529.32,530.16,531,532.12,533.24,534.36,535.48,536.6,541.24,545.88,550.52,555.16,559.8,573.98,588.16,602.34,616.52,630.7,632.44,634.18,635.92,637.66,639.4,642.08,644.76,647.44,650.12,652.8,673.64,694.48,715.32,736.16,757,775.16,793.32,811.48,829.64,847.8,852.28,856.76,861.24,865.72,870.2,903.92,937.64,971.36,1005.08,1038.8,1031.3,1023.8,1016.3,1008.8,1001.3,1001.62,1001.94,1002.26,1002.58,1002.9,996.52,990.14,983.76,977.38,971,960.72,950.44,940.16,929.88,919.6,946.2,972.8,999.4,1026,1052.6,1059.48,1066.36,1073.24,1080.12,1087,1083.72,1080.44,1077.16,1073.88,1070.6,1044.88,1019.16,993.44,967.72,942,939.4,936.8,934.2,931.6,929,932.16,935.32,938.48,941.64,944.8,948.48,952.16,955.84,959.52,963.2,994.44,1025.68,1056.92,1088.16,1119.4,1113.4,1107.4,1101.4,1095.4,1089.4,1087.78,1086.16,1084.54,1082.92,1081.3,1058.18,1035.06,1011.94,988.82,965.7,958.24,950.78,943.32,935.86,928.4,1019.42,1110.44,1201.46,1292.48,1383.5,1821,2258.5,2696,3133.5,3571,3615.3,3659.6,3703.9,3748.2,3792.5,3801,3809.5,3818,3826.5,3835
