FLOW,PRODUCT,balance_correction
EREFINER,Coal tar (kt),-1
EREFINER,BKB/peat briquettes (kt),-1
EREFINER,Gas works gas (TJ-gross),-1
EREFINER,Coke oven gas (TJ-gross),-1
EREFINER,Blast furnace gas (TJ-gross),-1
EREFINER,-,-1
EREFINER,Elec/heat output from non-specified manufactured gases,-1
EREFINER,Industrial waste (TJ-net),-1
EREFINER,Brown coal (if no detail) (kt),-1
EREFINER,Municipal waste (renewable) (TJ-net),-1
EREFINER,Municipal waste (non-renewable) (TJ-net),-1
EREFINER,Primary solid biofuels (TJ-net),-1
EREFINER,Biogases (TJ-net),-1
EREFINER,Biogasoline (kt),-1
EREFINER,Biodiesels (kt),-1
EREFINER,Other liquid biofuels (kt),-1
EREFINER,0,-1
EREFINER,Charcoal (kt),-1
EREFINER,Natural gas (TJ-gross),-1
EREFINER,Anthracite (kt),-1
EREFINER,Crude/NGL/feedstocks (if no detail) (kt),-1
EREFINER,Crude oil (kt),-1
EREFINER,Natural gas liquids (kt),-1
EREFINER,Refinery feedstocks (kt),-1
EREFINER,Additives/blending components (kt),-1
EREFINER,Other hydrocarbons (kt),-1
EREFINER,Refinery gas (kt),-1
EREFINER,Ethane (kt),-1
EREFINER,Liquefied petroleum gases (LPG) (kt),-1
EREFINER,Motor gasoline (kt),-1
EREFINER,Coking coal (kt),-1
EREFINER,Aviation gasoline (kt),-1
EREFINER,Gasoline type jet fuel (kt),-1
EREFINER,Kerosene type jet fuel (kt),-1
EREFINER,Other kerosene (kt),-1
EREFINER,Gas/diesel oil (kt),-1
EREFINER,Fuel oil (kt),-1
EREFINER,Naphtha (kt),-1
EREFINER,White spirit & SBP (kt),-1
EREFINER,Lubricants (kt),-1
EREFINER,Bitumen (kt),-1
EREFINER,Other bituminous coal (kt),-1
EREFINER,Paraffin waxes (kt),-1
EREFINER,Petroleum coke (kt),-1
EREFINER,Non-specified oil products (kt),-1
EREFINER,Heat output from non-specified combustible fuels,-1
EREFINER,Nuclear,-1
EREFINER,Hydro,-1
EREFINER,Geothermal (direct use in TJ-net),-1
EREFINER,Solar photovoltaics,-1
EREFINER,Solar thermal (direct use in TJ-net),-1
EREFINER,"Tide, wave and ocean",-1
EREFINER,Sub-bituminous coal (kt),-1
EREFINER,Wind,-1
EREFINER,Other sources,-1
EREFINER,Electricity (GWh),-1
EREFINER,Heat (TJ),-1
EREFINER,-,-1
EREFINER,Lignite (kt),-1
EREFINER,Peat (kt),-1
EREFINER,Patent fuel (kt),-1
MAINCHP,Hard coal (if no detail) (kt),-1
MAINCHP,Coke oven coke (kt),-1
MAINCHP,Gas coke (kt),-1
MAINCHP,Coal tar (kt),-1
MAINCHP,BKB/peat briquettes (kt),-1
MAINCHP,Gas works gas (TJ-gross),-1
MAINCHP,Coke oven gas (TJ-gross),-1
MAINCHP,Blast furnace gas (TJ-gross),-1
MAINCHP,-,-1
MAINCHP,Elec/heat output from non-specified manufactured gases,-1
MAINCHP,Industrial waste (TJ-net),-1
MAINCHP,Brown coal (if no detail) (kt),-1
MAINCHP,Municipal waste (renewable) (TJ-net),-1
MAINCHP,Municipal waste (non-renewable) (TJ-net),-1
MAINCHP,Primary solid biofuels (TJ-net),-1
MAINCHP,Biogases (TJ-net),-1
MAINCHP,Biogasoline (kt),-1
MAINCHP,Biodiesels (kt),-1
MAINCHP,Other liquid biofuels (kt),-1
MAINCHP,0,-1
MAINCHP,Charcoal (kt),-1
MAINCHP,Natural gas (TJ-gross),-1
MAINCHP,Anthracite (kt),-1
MAINCHP,Crude/NGL/feedstocks (if no detail) (kt),-1
MAINCHP,Crude oil (kt),-1
MAINCHP,Natural gas liquids (kt),-1
MAINCHP,Refinery feedstocks (kt),-1
MAINCHP,Additives/blending components (kt),-1
MAINCHP,Other hydrocarbons (kt),-1
MAINCHP,Refinery gas (kt),-1
MAINCHP,Ethane (kt),-1
MAINCHP,Liquefied petroleum gases (LPG) (kt),-1
MAINCHP,Motor gasoline (kt),-1
MAINCHP,Coking coal (kt),-1
MAINCHP,Aviation gasoline (kt),-1
MAINCHP,Gasoline type jet fuel (kt),-1
MAINCHP,Kerosene type jet fuel (kt),-1
MAINCHP,Other kerosene (kt),-1
MAINCHP,Gas/diesel oil (kt),-1
MAINCHP,Fuel oil (kt),-1
MAINCHP,Naphtha (kt),-1
MAINCHP,White spirit & SBP (kt),-1
MAINCHP,Lubricants (kt),-1
MAINCHP,Bitumen (kt),-1
MAINCHP,Other bituminous coal (kt),-1
MAINCHP,Paraffin waxes (kt),-1
MAINCHP,Petroleum coke (kt),-1
MAINCHP,Non-specified oil products (kt),-1
MAINCHP,Heat output from non-specified combustible fuels,-1
MAINCHP,Nuclear,-1
MAINCHP,Hydro,-1
MAINCHP,Geothermal (direct use in TJ-net),-1
MAINCHP,Solar photovoltaics,-1
MAINCHP,Solar thermal (direct use in TJ-net),-1
MAINCHP,"Tide, wave and ocean",-1
MAINCHP,Sub-bituminous coal (kt),-1
MAINCHP,Wind,-1
MAINCHP,Other sources,-1
MAINCHP,Electricity (GWh),1
MAINCHP,Heat (TJ),1
MAINCHP,-,-1
MAINCHP,Lignite (kt),-1
MAINCHP,Peat (kt),-1
MAINCHP,Patent fuel (kt),-1
MAINELEC,Hard coal (if no detail) (kt),-1
MAINELEC,Coke oven coke (kt),-1
MAINELEC,Gas coke (kt),-1
MAINELEC,Coal tar (kt),-1
MAINELEC,BKB/peat briquettes (kt),-1
MAINELEC,Gas works gas (TJ-gross),-1
MAINELEC,Coke oven gas (TJ-gross),-1
MAINELEC,Blast furnace gas (TJ-gross),-1
MAINELEC,-,-1
MAINELEC,Elec/heat output from non-specified manufactured gases,-1
MAINELEC,Industrial waste (TJ-net),-1
MAINELEC,Brown coal (if no detail) (kt),-1
MAINELEC,Municipal waste (renewable) (TJ-net),-1
MAINELEC,Municipal waste (non-renewable) (TJ-net),-1
MAINELEC,Primary solid biofuels (TJ-net),-1
MAINELEC,Biogases (TJ-net),-1
MAINELEC,Biogasoline (kt),-1
MAINELEC,Biodiesels (kt),-1
MAINELEC,Other liquid biofuels (kt),-1
MAINELEC,0,-1
MAINELEC,Charcoal (kt),-1
MAINELEC,Natural gas (TJ-gross),-1
MAINELEC,Anthracite (kt),-1
MAINELEC,Crude/NGL/feedstocks (if no detail) (kt),-1
MAINELEC,Crude oil (kt),-1
MAINELEC,Natural gas liquids (kt),-1
MAINELEC,Refinery feedstocks (kt),-1
MAINELEC,Additives/blending components (kt),-1
MAINELEC,Other hydrocarbons (kt),-1
MAINELEC,Refinery gas (kt),-1
MAINELEC,Ethane (kt),-1
MAINELEC,Liquefied petroleum gases (LPG) (kt),-1
MAINELEC,Motor gasoline (kt),-1
MAINELEC,Coking coal (kt),-1
MAINELEC,Aviation gasoline (kt),-1
MAINELEC,Gasoline type jet fuel (kt),-1
MAINELEC,Kerosene type jet fuel (kt),-1
MAINELEC,Other kerosene (kt),-1
MAINELEC,Gas/diesel oil (kt),-1
MAINELEC,Fuel oil (kt),-1
MAINELEC,Naphtha (kt),-1
MAINELEC,White spirit & SBP (kt),-1
MAINELEC,Lubricants (kt),-1
MAINELEC,Bitumen (kt),-1
MAINELEC,Other bituminous coal (kt),-1
MAINELEC,Paraffin waxes (kt),-1
MAINELEC,Petroleum coke (kt),-1
MAINELEC,Non-specified oil products (kt),-1
MAINELEC,Heat output from non-specified combustible fuels,-1
MAINELEC,Nuclear,-1
MAINELEC,Hydro,-1
MAINELEC,Geothermal (direct use in TJ-net),-1
MAINELEC,Solar photovoltaics,-1
MAINELEC,Solar thermal (direct use in TJ-net),-1
MAINELEC,"Tide, wave and ocean",-1
MAINELEC,Sub-bituminous coal (kt),-1
MAINELEC,Wind,-1
MAINELEC,Other sources,-1
MAINELEC,Electricity (GWh),1
MAINELEC,Heat (TJ),-1
MAINELEC,-,-1
MAINELEC,Lignite (kt),-1
MAINELEC,Peat (kt),-1
MAINELEC,Patent fuel (kt),-1
MAINHEAT,Hard coal (if no detail) (kt),-1
MAINHEAT,Coke oven coke (kt),-1
MAINHEAT,Gas coke (kt),-1
MAINHEAT,Coal tar (kt),-1
MAINHEAT,BKB/peat briquettes (kt),-1
MAINHEAT,Gas works gas (TJ-gross),-1
MAINHEAT,Coke oven gas (TJ-gross),-1
MAINHEAT,Blast furnace gas (TJ-gross),-1
MAINHEAT,-,-1
MAINHEAT,Elec/heat output from non-specified manufactured gases,-1
MAINHEAT,Industrial waste (TJ-net),-1
MAINHEAT,Brown coal (if no detail) (kt),-1
MAINHEAT,Municipal waste (renewable) (TJ-net),-1
MAINHEAT,Municipal waste (non-renewable) (TJ-net),-1
MAINHEAT,Primary solid biofuels (TJ-net),-1
MAINHEAT,Biogases (TJ-net),-1
MAINHEAT,Biogasoline (kt),-1
MAINHEAT,Biodiesels (kt),-1
MAINHEAT,Other liquid biofuels (kt),-1
MAINHEAT,0,-1
MAINHEAT,Charcoal (kt),-1
MAINHEAT,Natural gas (TJ-gross),-1
MAINHEAT,Anthracite (kt),-1
MAINHEAT,Crude/NGL/feedstocks (if no detail) (kt),-1
MAINHEAT,Crude oil (kt),-1
MAINHEAT,Natural gas liquids (kt),-1
MAINHEAT,Refinery feedstocks (kt),-1
MAINHEAT,Additives/blending components (kt),-1
MAINHEAT,Other hydrocarbons (kt),-1
MAINHEAT,Refinery gas (kt),-1
MAINHEAT,Ethane (kt),-1
MAINHEAT,Liquefied petroleum gases (LPG) (kt),-1
MAINHEAT,Motor gasoline (kt),-1
MAINHEAT,Coking coal (kt),-1
MAINHEAT,Aviation gasoline (kt),-1
MAINHEAT,Gasoline type jet fuel (kt),-1
MAINHEAT,Kerosene type jet fuel (kt),-1
MAINHEAT,Other kerosene (kt),-1
MAINHEAT,Gas/diesel oil (kt),-1
MAINHEAT,Fuel oil (kt),-1
MAINHEAT,Naphtha (kt),-1
MAINHEAT,White spirit & SBP (kt),-1
MAINHEAT,Lubricants (kt),-1
MAINHEAT,Bitumen (kt),-1
MAINHEAT,Other bituminous coal (kt),-1
MAINHEAT,Paraffin waxes (kt),-1
MAINHEAT,Petroleum coke (kt),-1
MAINHEAT,Non-specified oil products (kt),-1
MAINHEAT,Heat output from non-specified combustible fuels,-1
MAINHEAT,Nuclear,-1
MAINHEAT,Hydro,-1
MAINHEAT,Geothermal (direct use in TJ-net),-1
MAINHEAT,Solar photovoltaics,-1
MAINHEAT,Solar thermal (direct use in TJ-net),-1
MAINHEAT,"Tide, wave and ocean",-1
MAINHEAT,Sub-bituminous coal (kt),-1
MAINHEAT,Wind,-1
MAINHEAT,Other sources,-1
MAINHEAT,Electricity (GWh),-1
MAINHEAT,Heat (TJ),1
MAINHEAT,-,-1
MAINHEAT,Lignite (kt),-1
MAINHEAT,Peat (kt),-1
MAINHEAT,Patent fuel (kt),-1
TBKB,Hard coal (if no detail) (kt),-1
TBKB,Coke oven coke (kt),-1
TBKB,Gas coke (kt),-1
TBKB,Coal tar (kt),-1
TBKB,BKB/peat briquettes (kt),1
TBKB,Gas works gas (TJ-gross),-1
TBKB,Coke oven gas (TJ-gross),-1
TBKB,Blast furnace gas (TJ-gross),-1
TBKB,-,-1
TBKB,Elec/heat output from non-specified manufactured gases,-1
TBKB,Industrial waste (TJ-net),-1
TBKB,Brown coal (if no detail) (kt),-1
TBKB,Municipal waste (renewable) (TJ-net),-1
TBKB,Municipal waste (non-renewable) (TJ-net),-1
TBKB,Primary solid biofuels (TJ-net),-1
TBKB,Biogases (TJ-net),-1
TBKB,Biogasoline (kt),-1
TBKB,Biodiesels (kt),-1
TBKB,Other liquid biofuels (kt),-1
TBKB,0,-1
TBKB,Charcoal (kt),-1
TBKB,Natural gas (TJ-gross),-1
TBKB,Anthracite (kt),-1
TBKB,Crude/NGL/feedstocks (if no detail) (kt),-1
TBKB,Crude oil (kt),-1
TBKB,Natural gas liquids (kt),-1
TBKB,Refinery feedstocks (kt),-1
TBKB,Additives/blending components (kt),-1
TBKB,Other hydrocarbons (kt),-1
TBKB,Refinery gas (kt),-1
TBKB,Ethane (kt),-1
TBKB,Liquefied petroleum gases (LPG) (kt),-1
TBKB,Motor gasoline (kt),-1
TBKB,Coking coal (kt),-1
TBKB,Aviation gasoline (kt),-1
TBKB,Gasoline type jet fuel (kt),-1
TBKB,Kerosene type jet fuel (kt),-1
TBKB,Other kerosene (kt),-1
TBKB,Gas/diesel oil (kt),-1
TBKB,Fuel oil (kt),-1
TBKB,Naphtha (kt),-1
TBKB,White spirit & SBP (kt),-1
TBKB,Lubricants (kt),-1
TBKB,Bitumen (kt),-1
TBKB,Other bituminous coal (kt),-1
TBKB,Paraffin waxes (kt),-1
TBKB,Petroleum coke (kt),-1
TBKB,Non-specified oil products (kt),-1
TBKB,Heat output from non-specified combustible fuels,-1
TBKB,Nuclear,-1
TBKB,Hydro,-1
TBKB,Geothermal (direct use in TJ-net),-1
TBKB,Solar photovoltaics,-1
TBKB,Solar thermal (direct use in TJ-net),-1
TBKB,"Tide, wave and ocean",-1
TBKB,Sub-bituminous coal (kt),-1
TBKB,Wind,-1
TBKB,Other sources,-1
TBKB,Electricity (GWh),-1
TBKB,Heat (TJ),-1
TBKB,-,-1
TBKB,Lignite (kt),-1
TBKB,Peat (kt),-1
TBKB,Patent fuel (kt),-1
TBLASTFUR,Hard coal (if no detail) (kt),-1
TBLASTFUR,Coke oven coke (kt),-1
TBLASTFUR,Gas coke (kt),-1
TBLASTFUR,Coal tar (kt),-1
TBLASTFUR,BKB/peat briquettes (kt),-1
TBLASTFUR,Gas works gas (TJ-gross),-1
TBLASTFUR,Coke oven gas (TJ-gross),-1
TBLASTFUR,Blast furnace gas (TJ-gross),1
TBLASTFUR,-,1
TBLASTFUR,Elec/heat output from non-specified manufactured gases,-1
TBLASTFUR,Industrial waste (TJ-net),-1
TBLASTFUR,Brown coal (if no detail) (kt),-1
TBLASTFUR,Municipal waste (renewable) (TJ-net),-1
TBLASTFUR,Municipal waste (non-renewable) (TJ-net),-1
TBLASTFUR,Primary solid biofuels (TJ-net),-1
TBLASTFUR,Biogases (TJ-net),-1
TBLASTFUR,Biogasoline (kt),-1
TBLASTFUR,Biodiesels (kt),-1
TBLASTFUR,Other liquid biofuels (kt),-1
TBLASTFUR,0,-1
TBLASTFUR,Charcoal (kt),-1
TBLASTFUR,Natural gas (TJ-gross),-1
TBLASTFUR,Anthracite (kt),-1
TBLASTFUR,Crude/NGL/feedstocks (if no detail) (kt),-1
TBLASTFUR,Crude oil (kt),-1
TBLASTFUR,Natural gas liquids (kt),-1
TBLASTFUR,Refinery feedstocks (kt),-1
TBLASTFUR,Additives/blending components (kt),-1
TBLASTFUR,Other hydrocarbons (kt),-1
TBLASTFUR,Refinery gas (kt),-1
TBLASTFUR,Ethane (kt),-1
TBLASTFUR,Liquefied petroleum gases (LPG) (kt),-1
TBLASTFUR,Motor gasoline (kt),-1
TBLASTFUR,Coking coal (kt),-1
TBLASTFUR,Aviation gasoline (kt),-1
TBLASTFUR,Gasoline type jet fuel (kt),-1
TBLASTFUR,Kerosene type jet fuel (kt),-1
TBLASTFUR,Other kerosene (kt),-1
TBLASTFUR,Gas/diesel oil (kt),-1
TBLASTFUR,Fuel oil (kt),-1
TBLASTFUR,Naphtha (kt),-1
TBLASTFUR,White spirit & SBP (kt),-1
TBLASTFUR,Lubricants (kt),-1
TBLASTFUR,Bitumen (kt),-1
TBLASTFUR,Other bituminous coal (kt),-1
TBLASTFUR,Paraffin waxes (kt),-1
TBLASTFUR,Petroleum coke (kt),-1
TBLASTFUR,Non-specified oil products (kt),-1
TBLASTFUR,Heat output from non-specified combustible fuels,-1
TBLASTFUR,Nuclear,-1
TBLASTFUR,Hydro,-1
TBLASTFUR,Geothermal (direct use in TJ-net),-1
TBLASTFUR,Solar photovoltaics,-1
TBLASTFUR,Solar thermal (direct use in TJ-net),-1
TBLASTFUR,"Tide, wave and ocean",-1
TBLASTFUR,Sub-bituminous coal (kt),-1
TBLASTFUR,Wind,-1
TBLASTFUR,Other sources,-1
TBLASTFUR,Electricity (GWh),-1
TBLASTFUR,Heat (TJ),-1
TBLASTFUR,-,-1
TBLASTFUR,Lignite (kt),-1
TBLASTFUR,Peat (kt),-1
TBLASTFUR,Patent fuel (kt),-1
TBLENDGAS,Hard coal (if no detail) (kt),-1
TBLENDGAS,Coke oven coke (kt),-1
TBLENDGAS,Gas coke (kt),-1
TBLENDGAS,Coal tar (kt),-1
TBLENDGAS,BKB/peat briquettes (kt),-1
TBLENDGAS,Gas works gas (TJ-gross),-1
TBLENDGAS,Coke oven gas (TJ-gross),-1
TBLENDGAS,Blast furnace gas (TJ-gross),-1
TBLENDGAS,-,-1
TBLENDGAS,Elec/heat output from non-specified manufactured gases,-1
TBLENDGAS,Industrial waste (TJ-net),-1
TBLENDGAS,Brown coal (if no detail) (kt),-1
TBLENDGAS,Municipal waste (renewable) (TJ-net),-1
TBLENDGAS,Municipal waste (non-renewable) (TJ-net),-1
TBLENDGAS,Primary solid biofuels (TJ-net),-1
TBLENDGAS,Biogases (TJ-net),-1
TBLENDGAS,Biogasoline (kt),-1
TBLENDGAS,Biodiesels (kt),-1
TBLENDGAS,Other liquid biofuels (kt),-1
TBLENDGAS,0,-1
TBLENDGAS,Charcoal (kt),-1
TBLENDGAS,Natural gas (TJ-gross),1
TBLENDGAS,Anthracite (kt),-1
TBLENDGAS,Crude/NGL/feedstocks (if no detail) (kt),-1
TBLENDGAS,Crude oil (kt),-1
TBLENDGAS,Natural gas liquids (kt),-1
TBLENDGAS,Refinery feedstocks (kt),-1
TBLENDGAS,Additives/blending components (kt),-1
TBLENDGAS,Other hydrocarbons (kt),-1
TBLENDGAS,Refinery gas (kt),-1
TBLENDGAS,Ethane (kt),-1
TBLENDGAS,Liquefied petroleum gases (LPG) (kt),-1
TBLENDGAS,Motor gasoline (kt),-1
TBLENDGAS,Coking coal (kt),-1
TBLENDGAS,Aviation gasoline (kt),-1
TBLENDGAS,Gasoline type jet fuel (kt),-1
TBLENDGAS,Kerosene type jet fuel (kt),-1
TBLENDGAS,Other kerosene (kt),-1
TBLENDGAS,Gas/diesel oil (kt),-1
TBLENDGAS,Fuel oil (kt),-1
TBLENDGAS,Naphtha (kt),-1
TBLENDGAS,White spirit & SBP (kt),-1
TBLENDGAS,Lubricants (kt),-1
TBLENDGAS,Bitumen (kt),-1
TBLENDGAS,Other bituminous coal (kt),-1
TBLENDGAS,Paraffin waxes (kt),-1
TBLENDGAS,Petroleum coke (kt),-1
TBLENDGAS,Non-specified oil products (kt),-1
TBLENDGAS,Heat output from non-specified combustible fuels,-1
TBLENDGAS,Nuclear,-1
TBLENDGAS,Hydro,-1
TBLENDGAS,Geothermal (direct use in TJ-net),-1
TBLENDGAS,Solar photovoltaics,-1
TBLENDGAS,Solar thermal (direct use in TJ-net),-1
TBLENDGAS,"Tide, wave and ocean",-1
TBLENDGAS,Sub-bituminous coal (kt),-1
TBLENDGAS,Wind,-1
TBLENDGAS,Other sources,-1
TBLENDGAS,Electricity (GWh),-1
TBLENDGAS,Heat (TJ),-1
TBLENDGAS,-,-1
TBLENDGAS,Lignite (kt),-1
TBLENDGAS,Peat (kt),-1
TBLENDGAS,Patent fuel (kt),-1
TBOILER,Hard coal (if no detail) (kt),-1
TBOILER,Coke oven coke (kt),-1
TBOILER,Gas coke (kt),-1
TBOILER,Coal tar (kt),-1
TBOILER,BKB/peat briquettes (kt),-1
TBOILER,Gas works gas (TJ-gross),-1
TBOILER,Coke oven gas (TJ-gross),-1
TBOILER,Blast furnace gas (TJ-gross),-1
TBOILER,-,-1
TBOILER,Elec/heat output from non-specified manufactured gases,-1
TBOILER,Industrial waste (TJ-net),-1
TBOILER,Brown coal (if no detail) (kt),-1
TBOILER,Municipal waste (renewable) (TJ-net),-1
TBOILER,Municipal waste (non-renewable) (TJ-net),-1
TBOILER,Primary solid biofuels (TJ-net),-1
TBOILER,Biogases (TJ-net),-1
TBOILER,Biogasoline (kt),-1
TBOILER,Biodiesels (kt),-1
TBOILER,Other liquid biofuels (kt),-1
TBOILER,0,-1
TBOILER,Charcoal (kt),-1
TBOILER,Natural gas (TJ-gross),-1
TBOILER,Anthracite (kt),-1
TBOILER,Crude/NGL/feedstocks (if no detail) (kt),-1
TBOILER,Crude oil (kt),-1
TBOILER,Natural gas liquids (kt),-1
TBOILER,Refinery feedstocks (kt),-1
TBOILER,Additives/blending components (kt),-1
TBOILER,Other hydrocarbons (kt),-1
TBOILER,Refinery gas (kt),-1
TBOILER,Ethane (kt),-1
TBOILER,Liquefied petroleum gases (LPG) (kt),-1
TBOILER,Motor gasoline (kt),-1
TBOILER,Coking coal (kt),-1
TBOILER,Aviation gasoline (kt),-1
TBOILER,Gasoline type jet fuel (kt),-1
TBOILER,Kerosene type jet fuel (kt),-1
TBOILER,Other kerosene (kt),-1
TBOILER,Gas/diesel oil (kt),-1
TBOILER,Fuel oil (kt),-1
TBOILER,Naphtha (kt),-1
TBOILER,White spirit & SBP (kt),-1
TBOILER,Lubricants (kt),-1
TBOILER,Bitumen (kt),-1
TBOILER,Other bituminous coal (kt),-1
TBOILER,Paraffin waxes (kt),-1
TBOILER,Petroleum coke (kt),-1
TBOILER,Non-specified oil products (kt),-1
TBOILER,Heat output from non-specified combustible fuels,-1
TBOILER,Nuclear,-1
TBOILER,Hydro,-1
TBOILER,Geothermal (direct use in TJ-net),-1
TBOILER,Solar photovoltaics,-1
TBOILER,Solar thermal (direct use in TJ-net),-1
TBOILER,"Tide, wave and ocean",-1
TBOILER,Sub-bituminous coal (kt),-1
TBOILER,Wind,-1
TBOILER,Other sources,-1
TBOILER,Electricity (GWh),-1
TBOILER,Heat (TJ),1
TBOILER,-,-1
TBOILER,Lignite (kt),-1
TBOILER,Peat (kt),-1
TBOILER,Patent fuel (kt),-1
TCHARCOAL,Hard coal (if no detail) (kt),-1
TCHARCOAL,Coke oven coke (kt),-1
TCHARCOAL,Gas coke (kt),-1
TCHARCOAL,Coal tar (kt),-1
TCHARCOAL,BKB/peat briquettes (kt),-1
TCHARCOAL,Gas works gas (TJ-gross),-1
TCHARCOAL,Coke oven gas (TJ-gross),-1
TCHARCOAL,Blast furnace gas (TJ-gross),-1
TCHARCOAL,-,-1
TCHARCOAL,Elec/heat output from non-specified manufactured gases,-1
TCHARCOAL,Industrial waste (TJ-net),-1
TCHARCOAL,Brown coal (if no detail) (kt),-1
TCHARCOAL,Municipal waste (renewable) (TJ-net),-1
TCHARCOAL,Municipal waste (non-renewable) (TJ-net),-1
TCHARCOAL,Primary solid biofuels (TJ-net),-1
TCHARCOAL,Biogases (TJ-net),-1
TCHARCOAL,Biogasoline (kt),-1
TCHARCOAL,Biodiesels (kt),-1
TCHARCOAL,Other liquid biofuels (kt),-1
TCHARCOAL,0,-1
TCHARCOAL,Charcoal (kt),1
TCHARCOAL,Natural gas (TJ-gross),-1
TCHARCOAL,Anthracite (kt),-1
TCHARCOAL,Crude/NGL/feedstocks (if no detail) (kt),-1
TCHARCOAL,Crude oil (kt),-1
TCHARCOAL,Natural gas liquids (kt),-1
TCHARCOAL,Refinery feedstocks (kt),-1
TCHARCOAL,Additives/blending components (kt),-1
TCHARCOAL,Other hydrocarbons (kt),-1
TCHARCOAL,Refinery gas (kt),-1
TCHARCOAL,Ethane (kt),-1
TCHARCOAL,Liquefied petroleum gases (LPG) (kt),-1
TCHARCOAL,Motor gasoline (kt),-1
TCHARCOAL,Coking coal (kt),-1
TCHARCOAL,Aviation gasoline (kt),-1
TCHARCOAL,Gasoline type jet fuel (kt),-1
TCHARCOAL,Kerosene type jet fuel (kt),-1
TCHARCOAL,Other kerosene (kt),-1
TCHARCOAL,Gas/diesel oil (kt),-1
TCHARCOAL,Fuel oil (kt),-1
TCHARCOAL,Naphtha (kt),-1
TCHARCOAL,White spirit & SBP (kt),-1
TCHARCOAL,Lubricants (kt),-1
TCHARCOAL,Bitumen (kt),-1
TCHARCOAL,Other bituminous coal (kt),-1
TCHARCOAL,Paraffin waxes (kt),-1
TCHARCOAL,Petroleum coke (kt),-1
TCHARCOAL,Non-specified oil products (kt),-1
TCHARCOAL,Heat output from non-specified combustible fuels,-1
TCHARCOAL,Nuclear,-1
TCHARCOAL,Hydro,-1
TCHARCOAL,Geothermal (direct use in TJ-net),-1
TCHARCOAL,Solar photovoltaics,-1
TCHARCOAL,Solar thermal (direct use in TJ-net),-1
TCHARCOAL,"Tide, wave and ocean",-1
TCHARCOAL,Sub-bituminous coal (kt),-1
TCHARCOAL,Wind,-1
TCHARCOAL,Other sources,-1
TCHARCOAL,Electricity (GWh),-1
TCHARCOAL,Heat (TJ),-1
TCHARCOAL,-,-1
TCHARCOAL,Lignite (kt),-1
TCHARCOAL,Peat (kt),-1
TCHARCOAL,Patent fuel (kt),-1
TCOALLIQ,Hard coal (if no detail) (kt),-1
TCOALLIQ,Coke oven coke (kt),-1
TCOALLIQ,Gas coke (kt),-1
TCOALLIQ,Coal tar (kt),-1
TCOALLIQ,BKB/peat briquettes (kt),-1
TCOALLIQ,Gas works gas (TJ-gross),-1
TCOALLIQ,Coke oven gas (TJ-gross),-1
TCOALLIQ,Blast furnace gas (TJ-gross),-1
TCOALLIQ,-,-1
TCOALLIQ,Elec/heat output from non-specified manufactured gases,-1
TCOALLIQ,Industrial waste (TJ-net),-1
TCOALLIQ,Brown coal (if no detail) (kt),-1
TCOALLIQ,Municipal waste (renewable) (TJ-net),-1
TCOALLIQ,Municipal waste (non-renewable) (TJ-net),-1
TCOALLIQ,Primary solid biofuels (TJ-net),-1
TCOALLIQ,Biogases (TJ-net),-1
TCOALLIQ,Biogasoline (kt),-1
TCOALLIQ,Biodiesels (kt),-1
TCOALLIQ,Other liquid biofuels (kt),-1
TCOALLIQ,0,-1
TCOALLIQ,Charcoal (kt),-1
TCOALLIQ,Natural gas (TJ-gross),-1
TCOALLIQ,Anthracite (kt),-1
TCOALLIQ,Crude/NGL/feedstocks (if no detail) (kt),-1
TCOALLIQ,Crude oil (kt),-1
TCOALLIQ,Natural gas liquids (kt),-1
TCOALLIQ,Refinery feedstocks (kt),-1
TCOALLIQ,Additives/blending components (kt),-1
TCOALLIQ,Other hydrocarbons (kt),1
TCOALLIQ,Refinery gas (kt),-1
TCOALLIQ,Ethane (kt),-1
TCOALLIQ,Liquefied petroleum gases (LPG) (kt),-1
TCOALLIQ,Motor gasoline (kt),-1
TCOALLIQ,Coking coal (kt),-1
TCOALLIQ,Aviation gasoline (kt),-1
TCOALLIQ,Gasoline type jet fuel (kt),-1
TCOALLIQ,Kerosene type jet fuel (kt),-1
TCOALLIQ,Other kerosene (kt),-1
TCOALLIQ,Gas/diesel oil (kt),-1
TCOALLIQ,Fuel oil (kt),-1
TCOALLIQ,Naphtha (kt),-1
TCOALLIQ,White spirit & SBP (kt),-1
TCOALLIQ,Lubricants (kt),-1
TCOALLIQ,Bitumen (kt),-1
TCOALLIQ,Other bituminous coal (kt),-1
TCOALLIQ,Paraffin waxes (kt),-1
TCOALLIQ,Petroleum coke (kt),-1
TCOALLIQ,Non-specified oil products (kt),-1
TCOALLIQ,Heat output from non-specified combustible fuels,-1
TCOALLIQ,Nuclear,-1
TCOALLIQ,Hydro,-1
TCOALLIQ,Geothermal (direct use in TJ-net),-1
TCOALLIQ,Solar photovoltaics,-1
TCOALLIQ,Solar thermal (direct use in TJ-net),-1
TCOALLIQ,"Tide, wave and ocean",-1
TCOALLIQ,Sub-bituminous coal (kt),-1
TCOALLIQ,Wind,-1
TCOALLIQ,Other sources,-1
TCOALLIQ,Electricity (GWh),-1
TCOALLIQ,Heat (TJ),-1
TCOALLIQ,-,-1
TCOALLIQ,Lignite (kt),-1
TCOALLIQ,Peat (kt),-1
TCOALLIQ,Patent fuel (kt),-1
