"EMF30 sectors",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Activity data: ENE",,,,,,,,,,,,,,,
"Scenario: ECLIPSE_V6b_CLE_base",,,,,,,,,,,,,,,
"Region: All EMF Regions",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Region","EMF30 sector","EMF30 unit","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"KORE_AALL","CUSM","Mt","0.817","0.959","1.195","1.297","1.091","1.126","1.169","1.218","1.252","1.242","1.229","1.287","1.331"
"KORE_AALL","PAPER","Mt","0.202","0.416","0.292","0.316","0.299","0.33","0.334","0.335","0.331","0.32","0.308","0.322","0.333"
"KORE_AALL","CHEM","Mt","0.216","0.323","0.384","0.413","0.462","0.6","0.616","0.631","0.637","0.624","0.61","0.638","0.66"
"KORE_AALL","CHEMBULK","Mt","5.279","3.875","3.327","2.256","2.296","2.606","2.894","3.16","3.357","3.508","3.654","3.785","3.897"
"KORE_AALL","AACID","Mt",,,"0.115","0.126","0.135","0.135","0.145","0.157","0.169","0.177","0.186","0.196","0.206"
"KORE_AALL","NACID","Mt","0.15","0.2","2.128","2.177","2.214","2.214","2.321","2.448","2.619","2.769","2.945","3.083","3.191"
"KORE_AALL","Losses_Coal","Mt","63.57","37.02","38.043","37.442","27.584","29.254","34.565","35.477","37.712","38.709","39.261","40.68","41.716"
"KORE_AALL","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"KORE_AALL","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"KORE_AALL","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"KORE_AALL","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"KORE_AALL","End_Use_Transport_LDT_HLF","PJ","206.027","336.092","287.596","462.131","333.702","409.072","279.564","271.103","253.822","207.326","167.931","130.61","93.447"
"KORE_AALL","End_Use_Transport_LDT_LLF","PJ","215.143","377.013","439.458","473.315","510.077","468.444","494.505","430.244","397.435","405.823","410.472","407.41","394.657"
"KORE_AALL","End_Use_Transport_HDT_HLF","PJ","109.436","143.421","198.031","150.443","262.908","327.948","502.186","514.114","504.607","472.94","463.422","455.41","448.677"
"KORE_AALL","End_Use_Transport_HDT_LLF","PJ",,,,,"31.415","70.305","62.71","50.905","45.306","43.871","41.17","39.011","36.615"
"KORE_AALL","End_Use_Transport_MC_LLF","PJ","19.1","27.535","26.282","23.398","27.25","17.941","9.165","8.891","7.616","5.229","3.223","1.458","0.568"
"KORE_AALL","End_Use_Transport_AGR_HLF","PJ","44.304","73.17","84.962","29.582","28.457","11.587","9.203","9.5","9.315","9.345","8.787","7.926","6.937"
"KORE_AALL","End_Use_Transport_OFF_HLF","PJ","33.654","50.204","89.439","97.844","89.992","63.623","52.647","54.857","57.21","59.24","56.779","53.218","49.196"
"KORE_AALL","End_Use_Transport_OFF_LLF","PJ","12.64","23.484","32.428","27.006","31.087","18.776","25.931","27.604","29.089","30.605","29.451","28.452","27.044"
"KORE_AALL","End_Use_Transport_NatGas","PJ",,,,"13.556","42.83","48.723","52.935","52.756","65.64","86.142","90.301","88.897","81.733"
"KORE_AALL","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"KORE_AALL","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"KORE_AALL","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"KORE_AALL","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"KORE_AALL","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"KORE_AALL","Unattributed","n.a",,,,,,,,,,,,,
"LAME_REST","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"LAME_REST","Power_Gen_Coal_Old","PJ","121.645","142.152","143.26","80.075","122.789","54.236","53.756","35.553","32.618","35.814","39.637","46.774","54.289"
"LAME_REST","Power_Gen_Coal_New","PJ",,,"34.017","87.173","150.554","341.429","402.591","423.674","371.368","295.496","269.444","282.364","301.698"
"LAME_REST","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"LAME_REST","Power_Gen_HLF","PJ","271.374","241.087","253.733","386.673","634.433","692.655","458.487","399.481","331.735","294.657","262.213","203.888","180.07"
"LAME_REST","Power_Gen_LLF","PJ","131.329","169.891","126.907","191.482","258.401","175.531","101.976","112.91","125.542","126.231","129.067","129.805","129.587"
"LAME_REST","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"LAME_REST","Power_Gen_NatGas","PJ","759.378","783.367","1143.555","1145.592","1366.93","1588.971","1350.969","1349.906","1437.815","1641.118","1897.735","2147.923","2399.371"
"LAME_REST","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"LAME_REST","Power_Gen_Bio_Trad_Old","PJ","16.473","23.367","22.175","14.762","50.174","196.689","216.287","239.425","285.59","332.05","378.567",,
"LAME_REST","Power_Gen_Bio_Trad_New","PJ",,,"9.785","56.527","44.364","49.625","53.553","62.289","75.254","99.502","120.868","140.651","158.166"
"LAME_REST","Transformations_Coal","PJ","39.676","21.828","9.557","13.262","13.879","38.113","13.21","18.837","26.106","31.823","37.8","41.792","45.78"
"LAME_REST","Transformations_HLF","PJ","157.454","134.952","115.834","129.251","411.968","134.674","157.232","177.46","201.006","203.58","210.104","214.103","215.016"
"LAME_REST","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"LAME_REST","Transformations_LLF","PJ","0.092","0.047","2.595","2.516","8.787","3.331","0.077","0.089","0.102","0.103","0.107","0.11","0.11"
"LAME_REST","Transformations_NatGas","PJ","11.015","11.824","11.639","8.729","8.036","11.308","36.337","39.088","42.213","45.934","50.383","54.615","60.107"
"LAME_REST","End_Use_Residential_Bio_Trad_Heat","PJ","100.206","99.627","93.407","91.521","101.16","76.514","89.603","88.927","87.47","85.223","82.149","79.571","77.47"
"LAME_REST","End_Use_Residential_Bio_Trad_Cook","PJ","403.748","394.996","364.38","364.51","390.688","307.209","371.991","370.421","365.299","356.741","344.557","334.452","326.394"
"LAME_REST","End_Use_Services_Bio_Trad_Heat","PJ","13.452","16.908","3.18","5.251","4.97","11.133","12.93","15.835","19.207","22.723","26.152","29.033","30.933"
"LAME_REST","End_Use_Residential_Bio_Mod","PJ",,"0.065","2.3","2.425","0.34","2.579","8.086","18.79","30.802","43.731","57.211","70.614","83.543"
"LAME_REST","End_Use_Residential_Coal_Heat","PJ","0.924","0.865","0.442","0.403","0.291","0.384","0.35","0.293","0.236","0.199","0.175","0.15","0.132"
"LAME_REST","End_Use_Residential_Coal_Cook","PJ","6.466","6.055","3.094","2.821","2.04","2.691","2.451","2.052","1.652","1.392","1.224","1.048","0.923"
"LAME_REST","End_Use_Services_Coal_Heat","PJ","0.328","0.262","0.142","0.139","0.039","0.126",,,,,,,
"LAME_REST","End_Use_Residential_HLF","PJ","77.357","79.75","66.339","79.258","92.65","81.65","36.373","36.52","36.267","37.466","37.389","35.765","34.415"
"LAME_REST","End_Use_Residential_LLF","PJ","266.567","261.522","280.891","292.055","337.812","336.247","412.339","412.142","419.047","421.987","420.025","411.614","396.561"
"LAME_REST","End_Use_Residential_NatGas","PJ","253.21","309.399","365.098","413.12","492.187","546.354","624.282","668.683","719.053","769.454","820.461","865.236","899.679"
"LAME_REST","End_Use_Industry_Coal","PJ","115.73","133.299","152.461","151.058","135.653","143.599","190.453","224.577","257.019","283.739","312.608","339.035","361.087"
"LAME_REST","End_Use_Industry_HLF","PJ","325.491","357.941","457.288","432.379","577.676","422.578","389.922","384.185","386.36","377.917","374.375","375.086","367.689"
"LAME_REST","End_Use_Industry_LLF","PJ","52.168","96.442","94.641","101.753","138.725","135.276","180.489","182.879","185.457","184.304","182.962","179.805","174.911"
"LAME_REST","End_Use_Industry_NatGas","PJ","810.168","1029.5","1005.223","1220.408","1432.468","1188.343","1606.514","1806.42","2039.642","2299.722","2598.663","2924.218","3276.797"
"LAME_REST","End_Use_Industry_Bio_Trad","PJ","190.873","233.043","263.488","201.909","240.203","305.06","370.064","383.2","398.905","413.763","432.415","447.188","454.13"
"LAME_REST","CEMENT","Mt","27.718","36.138","39.767","45.813","53.008","69.03","78.574","89.066","99.276","106.999","110.779","115.77","119.413"
"LAME_REST","STEEL","Mt","7.811","9.558","11.245","13.755","10.999","11.034","11.192","15.114","18.868","22.05","25.436","28.953","32.436"
"LAME_REST","CUSM","Mt","1.656","2.167","3.633","3.84","3.486","3.926","3.789","3.977","4.265","4.538","4.731","5.299","5.846"
"LAME_REST","PAPER","Mt","1.874","2.234","2.72","3.15","4.208","5.301","5.642","6.58","7.807","9.123","10.519","11.829","13.07"
"LAME_REST","CHEM","Mt","1.112","2.279","3.683","3.901","3.643","3.797","3.532","3.608","3.768","3.931","4.023","4.508","4.975"
"LAME_REST","CHEMBULK","Mt","1.442","1.553","2.144","3.786","3.875","4.261","4.563","4.857","5.17","5.379","5.549","5.78","6.025"
"LAME_REST","AACID","Mt",,,,,,,,,,,,,
"LAME_REST","NACID","Mt","0.11","0.18","0.288","0.305","0.808","0.808","0.807","0.87","0.941","0.999","1.059","1.252","1.454"
"LAME_REST","Losses_Coal","Mt","26.12","31.109","46.769","66.871","77.852","89.798","93.449","89.382","90.341","89.926","85.128","85.799","77.646"
"LAME_REST","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"LAME_REST","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"LAME_REST","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"LAME_REST","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"LAME_REST","End_Use_Transport_LDT_HLF","PJ","69.394","106.196","209.35","241.545","319.294","376.581","239.947","248.977","264.798","281.609","285.106","269.961","251.21"
"LAME_REST","End_Use_Transport_LDT_LLF","PJ","905.904","1002.275","958.179","956.983","1098.768","1241.47","1105.237","1219.708","1301.767","1406.619","1508.332","1564.246","1579.355"
"LAME_REST","End_Use_Transport_HDT_HLF","PJ","372.764","517.782","542.13","620.853","722.413","826.188","1032.237","1077.487","1128.827","1237.628","1324.559","1389.873","1450.34"
"LAME_REST","End_Use_Transport_HDT_LLF","PJ","2.783","4.271","4.908","4.098","8.828","22.001","183.675","180.072","181.797","154.454","150.799","146.786","139.693"
"LAME_REST","End_Use_Transport_MC_LLF","PJ","72.548","85.101","44.228","45.332","106.278","135.456","221.575","244.25","241.849","237.403","228.381","218.981","212.023"
"LAME_REST","End_Use_Transport_AGR_HLF","PJ","63.07","110.148","114.364","158.721","151.216","176.334","135.804","134.878","131.929","125.057","116.73","106.139","93.008"
"LAME_REST","End_Use_Transport_OFF_HLF","PJ","70.286","80.163","104.938","137.616","196.558","196.379","194.159","206.223","207.612","221.812","234.598","235.834","234.474"
"LAME_REST","End_Use_Transport_OFF_LLF","PJ","18.789","25.655","19.348","28.86","39.722","49.582","22.928","22.483","21.471","20.9","20.285","20.24","19.945"
"LAME_REST","End_Use_Transport_NatGas","PJ","8.35","65.955","102.882","177.972","194.545","223.637","211.091","236.722","295.617","373.374","445.427","504.081","551.175"
"LAME_REST","End_Use_Transport_Coal","PJ","0.054","0.027",,,,,,,,,,,
"LAME_REST","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"LAME_REST","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"LAME_REST","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"LAME_REST","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"LAME_REST","Unattributed","n.a",,,,,,,,,,,,,
"MEXI_WHOL","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Power_Gen_Coal_Old","PJ","78.389","141.208","123.938","102.655","61.349","40.803","17.028","4.705","2.457","2.411","2.358","2.44","2.501"
"MEXI_WHOL","Power_Gen_Coal_New","PJ",,,"62.952","270.994","322.239","366.83","258.402","167.197","116.959","72.593","65.866","28.268","28.195"
"MEXI_WHOL","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Power_Gen_HLF","PJ","686.557","732.328","995.95","685.235","445.349","305.431","227.288","107.132","72.494","68.844","68.076","50.547","48.731"
"MEXI_WHOL","Power_Gen_LLF","PJ","157.208","127.278","103.559","129.417","134.284","158.597","67.528","107.704","141.685","155.924","172.428","183.998","180.84"
"MEXI_WHOL","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Power_Gen_NatGas","PJ","178.502","359.658","723.017","1156.231","1528.102","1685.57","1513.569","1521.661","1591.312","1742.322","1840.556","1934.407","1970.158"
"MEXI_WHOL","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Power_Gen_Bio_Trad_Old","PJ",,,,,"15.815","34.254","32.245","39.982","44.812","47.865","50.232",,
"MEXI_WHOL","Power_Gen_Bio_Trad_New","PJ",,,"31.672","47.446","27.088","36.434","56.757","60.359","63.485","65.434","67.497","69.448","70.475"
"MEXI_WHOL","Transformations_Coal","PJ","-2.801","28.872","38.302","33.33","39.202","33.819","51.787","50.442","48.934","48.009","46.958","48.591","49.795"
"MEXI_WHOL","Transformations_HLF","PJ","169.17","121.866","148.689","304.807","299.342","339.738","92.577","130.514","150.582","165.715","183.255","195.552","192.196"
"MEXI_WHOL","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Transformations_LLF","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Transformations_NatGas","PJ",,"11.328","9.298","9.398","7.44","11.725",,,,,,,
"MEXI_WHOL","End_Use_Residential_Bio_Trad_Heat","PJ","27.641","27.928","28.492","26.638","25.926","25.279","24.231","23.322","22.592","21.791","21.108","20.456","19.828"
"MEXI_WHOL","End_Use_Residential_Bio_Trad_Cook","PJ","248.768","251.355","256.429","239.745","233.335","227.512","218.08","209.896","203.328","196.123","189.97","184.107","178.454"
"MEXI_WHOL","End_Use_Services_Bio_Trad_Heat","PJ",,,,,,,,,,,,,
"MEXI_WHOL","End_Use_Residential_Bio_Mod","PJ",,"0.604","1.737","3.375","4.638","8.623","17.22","29.668","43.137","57.464","72.52","88.274","104.08"
"MEXI_WHOL","End_Use_Residential_Coal_Heat","PJ",,,,,,,,,,,,,
"MEXI_WHOL","End_Use_Residential_Coal_Cook","PJ",,,,,,,,,,,,,
"MEXI_WHOL","End_Use_Services_Coal_Heat","PJ",,,,,,,,,,,,,
"MEXI_WHOL","End_Use_Residential_HLF","PJ","13.606","14.893","20.082","22.416","26.94","29.803",,,"0.062","0.518","0.958","1.243","1.488"
"MEXI_WHOL","End_Use_Residential_LLF","PJ","302.464","379.468","391.51","351.847","335.124","315.39","284.998","269.555","254.914","243.536","236.096","227.498","217.943"
"MEXI_WHOL","End_Use_Residential_NatGas","PJ","33.911","29.111","25.04","37.845","41.221","43.414","52.159","64.498","77.062","85.875","94.563","103.506","109.862"
"MEXI_WHOL","End_Use_Industry_Coal","PJ","64.128","88.312","55.705","186.252","238.362","273.447","62","60.345","59.669","59.677","59.371","59.159","58.277"
"MEXI_WHOL","End_Use_Industry_HLF","PJ","306.086","339.823","302.823","262.113","157.613","116.875","209.502","217.199","218.847","214.516","212.281","212.809","207.257"
"MEXI_WHOL","End_Use_Industry_LLF","PJ","10.339","10.7","25.624","20.525","23.55","23.533","16.333","12.673","10.476","8.335","8.115","8.033","7.888"
"MEXI_WHOL","End_Use_Industry_NatGas","PJ","658.403","462.392","748.336","781.406","874.521","874.253","1295.506","1354.469","1495.326","1662.024","1836.495","1995.682","2121.676"
"MEXI_WHOL","End_Use_Industry_Bio_Trad","PJ","81.653","51.229","57.469","57.848","37.642","37.143","45.357","52.625","60.739","69.154","77.845","86.499","94.631"
"MEXI_WHOL","CEMENT","Mt","30.683","25.852","31.43","32.298","35.045","38.581","48.853","56.53","63.91","69.83","75.935","81.29","86.099"
"MEXI_WHOL","STEEL","Mt","8.183","12.794","15.631","16.195","16.87","18.218","21.079","23.061","25.283","27.517","29.56","31.36","32.828"
"MEXI_WHOL","CUSM","Mt","0.438","0.629","0.813","0.835","0.814","0.902","0.876","0.887","0.913","0.91","0.889","0.987","1.078"
"MEXI_WHOL","PAPER","Mt","0.393","0.279","0.41","0.421","0.411","0.503","0.514","0.543","0.578","0.596","0.591","0.657","0.717"
"MEXI_WHOL","CHEM","Mt","0.58","0.101","0.122","0.126","0.123","0.197","0.231","0.277","0.335","0.358","0.373","0.414","0.452"
"MEXI_WHOL","CHEMBULK","Mt","2.962","2.953","1.934","0.572","1.035","1.123","1.29","1.434","1.499","1.591","1.729","1.901","2.1"
"MEXI_WHOL","AACID","Mt",,,,,,,,,,,,,
"MEXI_WHOL","NACID","Mt","0.005","0.1","0.305","0.319","0.237","0.237","0.24","0.251","0.27","0.288","0.31","0.361","0.415"
"MEXI_WHOL","Losses_Coal","Mt","6.933","9.32","11.344","10.755","15.304","15.269","14.787","8.748","6.069","6.219","5.986","5.979","5.968"
"MEXI_WHOL","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"MEXI_WHOL","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"MEXI_WHOL","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"MEXI_WHOL","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"MEXI_WHOL","End_Use_Transport_LDT_HLF","PJ","40.759","42.443","51.006","63.603","86.306","65.451","34.838","18.053","14.679","17.711","21.943","27.333","33.542"
"MEXI_WHOL","End_Use_Transport_LDT_LLF","PJ","846.403","911.283","1040.379","1313.406","1502.64","1502.086","1410.131","1512.62","1637.926","1724.945","1768.848","1777.204","1761.056"
"MEXI_WHOL","End_Use_Transport_HDT_HLF","PJ","259.316","270.028","324.513","404.656","456.716","471.097","515.051","581.499","651.008","665.797","671.314","672.667","684.614"
"MEXI_WHOL","End_Use_Transport_HDT_LLF","PJ",,,,,"25.804","26.501","135.251","97.13","73.255","70.739","19.61","20.115","20.513"
"MEXI_WHOL","End_Use_Transport_MC_LLF","PJ","3.114","3.355","3.731","4.714","7.851","7.68","13.786","15.91","16.174","15.29","13.528","8.931","6.348"
"MEXI_WHOL","End_Use_Transport_AGR_HLF","PJ","49.143","53.097","65.672","74.499","88.847","100.127","121.548","122.777","121.392","116.991","110.458","102.519","93.029"
"MEXI_WHOL","End_Use_Transport_OFF_HLF","PJ","41.194","49.16","98.821","77.378","77.567","89.038","84.743","88.365","97.789","109.106","117.222","118.332","115.989"
"MEXI_WHOL","End_Use_Transport_OFF_LLF","PJ","14.397","11.815","27.807","23.858","24.076","23.674","19.752","19.706","20.28","21.154","20.784","20.609","20.272"
"MEXI_WHOL","End_Use_Transport_NatGas","PJ",,,,"0.68","0.362","0.693","1.676","8.848","20.354","5.933","11.042","18.951","32.103"
"MEXI_WHOL","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"MEXI_WHOL","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"MEXI_WHOL","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"MEXI_WHOL","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"MEXI_WHOL","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"MEXI_WHOL","Unattributed","n.a",,,,,,,,,,,,,
"MIDD_EAST","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"MIDD_EAST","Power_Gen_Coal_Old","PJ","99.464","173.551","202.231","173.982","70.558","43.095","24.838","5.766",,,,,
"MIDD_EAST","Power_Gen_Coal_New","PJ",,,"67.001","137.935","239.233","225.165","581.854","625.542","691.599","791.63","973.398","1277.555","1602.79"
"MIDD_EAST","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,"5.973","31.413","110.278","260.72","470.785","725.175"
"MIDD_EAST","Power_Gen_HLF","PJ","1317.061","2127.046","2128.292","2404.37","3553.669","4001.482","4156.359","3933.422","3553.428","3102.328","2846.582","2668.56","2453.11"
"MIDD_EAST","Power_Gen_LLF","PJ","133.349","155.472","166.539","264.083","261.167","369.034","33.279","89.603","144.857","155.601","187.731","175.77","151.899"
"MIDD_EAST","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"MIDD_EAST","Power_Gen_NatGas","PJ","1576.105","2288.269","3101.075","4765.416","6171.982","8016.991","8781.799","9330.954","10741.939","12075.394","13212.086","13791.553","14051.023"
"MIDD_EAST","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"MIDD_EAST","Power_Gen_Bio_Trad_Old","PJ",,,,,"0","0","3.484","12.827","36.287","83.151","134.601","186.834","239.667"
"MIDD_EAST","Power_Gen_Bio_Trad_New","PJ",,,,,,"0.7","3.039","14.945","37.762","81.402","130.799","175.61","216.079"
"MIDD_EAST","Transformations_Coal","PJ","13.362","18.869","21.966","21.704","24.044","25.573","1.967","2.598","3.182","3.517","3.551","3.167","2.761"
"MIDD_EAST","Transformations_HLF","PJ","276.897","609.97","366.154","303.002","266.25","-13.367","36.365","103.871","161.491","165.952","175.159","163.999","141.727"
"MIDD_EAST","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"MIDD_EAST","Transformations_LLF","PJ",,,,,,,,,,,,,
"MIDD_EAST","Transformations_NatGas","PJ","53.142","48.583","22.32","4.5","122.319","592.797","275.645","325.332","339.468","370.02","399.02","427.652","461.615"
"MIDD_EAST","End_Use_Residential_Bio_Trad_Heat","PJ","10.6","13.616","11.322","21.876","22.236","20.7","15.721","16.65","17.429","18.012","18.412","18.786","19.171"
"MIDD_EAST","End_Use_Residential_Bio_Trad_Cook","PJ","0.041","0.179","0.474","1.397","1.482","1.239","0.204","0.371","0.539","0.775","0.914","1.064","1.205"
"MIDD_EAST","End_Use_Services_Bio_Trad_Heat","PJ","3.215","4.388","2.584","12.057","12.845","10.519","23.48","32.452","44.234","58.456","74.429","90.908","107.433"
"MIDD_EAST","End_Use_Residential_Bio_Mod","PJ","17.423","21.813","27.817","33.419","52.76","22.548","58.891","145.238","283.362","420.022","542.106","702.026","861.592"
"MIDD_EAST","End_Use_Residential_Coal_Heat","PJ",,"0.774","0.774","0.361","0.361","0.361","0.348","0.322","0.297","0.272","0.251","0.23","0.214"
"MIDD_EAST","End_Use_Residential_Coal_Cook","PJ",,,,,,,,,,,,,
"MIDD_EAST","End_Use_Services_Coal_Heat","PJ",,,,,,,,,,,,,
"MIDD_EAST","End_Use_Residential_HLF","PJ","274.189","398.347","394.342","424.205","277.668","172.411","222.65","220.607","218.75","230.198","241.159","257.903","272.007"
"MIDD_EAST","End_Use_Residential_LLF","PJ","547.1","741.978","731.521","782.561","673.889","553.089","583.795","532.651","500.158","478.713","461.798","425.985","390.746"
"MIDD_EAST","End_Use_Residential_NatGas","PJ","143.583","454.706","785.292","1269.697","1679.734","1962.561","3107.213","3658.74","4591.425","5493.333","5920.78","6185.344","6425.633"
"MIDD_EAST","End_Use_Industry_Coal","PJ","6.217","14.121","14.454","32.322","40.144","102.238","110.589","106.381","103.508","104.909","106.508","105.558","103.4"
"MIDD_EAST","End_Use_Industry_HLF","PJ","1009.384","1129.213","1152.215","1326.37","1490.831","1518.261","489.464","532.286","568.604","560.983","552.509","546.815","530.161"
"MIDD_EAST","End_Use_Industry_LLF","PJ","15.208","7.589","13.478","12.094","12.619","15.352","8.148","7.106","6.409","5.808","5.567","5.504","5.407"
"MIDD_EAST","End_Use_Industry_NatGas","PJ","1156.128","1832.03","1820.852","2405.008","4204.678","4926.023","4581.882","5123.893","5617.785","6199.759","6729.294","7299.113","7828.976"
"MIDD_EAST","End_Use_Industry_Bio_Trad","PJ",,,,,,,"12.123","28.053","47.081","69.086","93.761","119.193","145.78"
"MIDD_EAST","CEMENT","Mt","54.6","64.333","76","98.801","172.103","201.426","225.732","242.274","256.464","260.846","253.785","245.533","234.405"
"MIDD_EAST","STEEL","Mt","4.747","6.267","10.697","15.4","20.443","29.465","35.708","40.694","47.767","55.88","64.289","71.77","77.916"
"MIDD_EAST","CUSM","Mt","0.07","0.178","0.295","0.391","0.693","0.744","0.786","0.831","0.898","0.895","0.861","0.995","1.048"
"MIDD_EAST","PAPER","Mt","0.531","0.572","0.592","1.382","2.213","3.559","4.891","6.084","7.462","9.007","10.652","12.517","14.207"
"MIDD_EAST","CHEM","Mt","1.956","2.256","3.056","3.101","3.252","3.422","3.558","3.643","3.755","3.767","3.717","4.087","4.291"
"MIDD_EAST","CHEMBULK","Mt","2.655","2.749","3.633","5.146","3.499","3.931","4.37","4.783","5.091","5.312","5.526","5.711","5.865"
"MIDD_EAST","AACID","Mt",,,,,,,,,,,,,
"MIDD_EAST","NACID","Mt","0.2","0.2","0.22","0.243","0.485","0.485","0.52","0.544","0.576","0.601","0.635","0.698","0.742"
"MIDD_EAST","Losses_Coal","Mt","1.138","1.554","1.538","1.985","1.089","1.095","1.903","1.947","2.007","2.055","2.224","2.438","2.747"
"MIDD_EAST","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"MIDD_EAST","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"MIDD_EAST","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"MIDD_EAST","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"MIDD_EAST","End_Use_Transport_LDT_HLF","PJ",,"16.137","28.483","59.924","123.467","39.866","27.262","41.561","55.08","65.911","71.665","77.151","81.624"
"MIDD_EAST","End_Use_Transport_LDT_LLF","PJ","1019.195","1225.33","1543.498","2101.147","2508.931","3074.129","3305.285","3634.125","4030.792","4708.918","5436.975","6072.939","6547.692"
"MIDD_EAST","End_Use_Transport_HDT_HLF","PJ","1026.432","1143.699","1382.662","1698.353","2073.546","2255.694","2321.877","2567.904","2901.075","3253.656","3455.99","3554.623","3611.991"
"MIDD_EAST","End_Use_Transport_HDT_LLF","PJ",,"0.095","1.168","1.795","1.093","0.299",,,,,,,
"MIDD_EAST","End_Use_Transport_MC_LLF","PJ","112.954","144.275","100.432","107.223","125.29","27.383","33.675","34.354","35.63","34.634","31.486","27.576","22.697"
"MIDD_EAST","End_Use_Transport_AGR_HLF","PJ","134.875","161.071","137.729","157.716","154.91","102.811","128.172","137.302","145.504","150.475","153.689","155.429","155.634"
"MIDD_EAST","End_Use_Transport_OFF_HLF","PJ","149.218","175.394","194.258","222.081","274.192","394.232","223.7","225.555","220.924","228.178","233.434","233.87","233.598"
"MIDD_EAST","End_Use_Transport_OFF_LLF","PJ","17.323","18.249","20.477","14.551","12.323","8.853","15.463","14.434","13.668","13.07","12.527","12.188","11.774"
"MIDD_EAST","End_Use_Transport_NatGas","PJ","14.134","14.862","4.465","28.643","213.569","279.039","343.669","453.523","512.316","585.713","629.942","627.243","596.844"
"MIDD_EAST","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"MIDD_EAST","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"MIDD_EAST","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"MIDD_EAST","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"MIDD_EAST","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"MIDD_EAST","Unattributed","n.a",,,,,,,,,,,,,
"OCEA_WHOL","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"OCEA_WHOL","Power_Gen_Coal_Old","PJ","1228.508","1381.136","1193.141","1196.585","626.627","415.59","202.014","42.329",,,,,
"OCEA_WHOL","Power_Gen_Coal_New","PJ",,,"562.194","772.13","1276.648","1234.157","1330.451","1256.314","1152.977","997.414","839.977","687.682","577.853"
"OCEA_WHOL","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,"0.257","29.212","58.026","95.265","133.768","161.384","164.939"
